converted from lammps dump file
 
 46656 atoms
 
1 atom types
 
         -0.2154440000          50.6907000000  xlo xhi
         -0.2154440000          50.6907000000  ylo yhi
         -0.2154440000          50.6907000000  zlo zhi
 
  Masses
 
  1 12.0107
 
  Atoms
 
31953 1 30.3591 33.667 45.6237
31954 1 37.7285 27.3479 43.1422
31955 1 46.3115 34.1682 40.6814
31956 1 3.08711 31.2071 44.2124
31957 1 10.4832 35.048 44.8756
31958 1 14.458 38.1109 44.9157
31959 1 28.3815 41.3949 46.9992
31960 1 37.1177 31.0279 44.3256
31961 1 41.4363 33.219 45.7762
31962 1 45.8092 32.5175 -0.172046
31963 1 9.70884 44.7281 39.5961
31964 1 22.0079 1.50467 46.2296
31965 1 25.6332 47.2836 43.0886
31966 1 37.2343 43.0164 47.2091
31967 1 39.6011 45.7542 44.6317
31968 1 49.9348 43.2753 44.5211
31969 1 3.16668 6.07093 47.6519
31970 1 14.867 3.28006 5.82564
31971 1 22.7796 4.30695 0.338753
31972 1 27.3854 7.00017 3.81188
31973 1 39.6091 2.89966 3.71678
31974 1 43.8298 2.56751 2.4888
31975 1 2.93786 12.1603 3.55442
31976 1 17.6156 16.3516 5.84612
31977 1 21.1266 17.121 2.71799
31978 1 29.5669 9.91239 2.25109
31979 1 34.9392 7.14555 -0.0116143
31980 1 45.7674 18.2924 1.82171
31981 1 0.948737 21.6312 47.9261
31982 1 8.39316 20.9685 9.75884
31983 1 19.6076 25.1067 4.25524
31984 1 29.9461 21.4357 47.4175
31985 1 34.0507 23.2711 2.58919
31986 1 45.7459 18.6607 5.75297
31987 1 3.22605 27.1053 2.50961
31988 1 13.1666 22.8432 5.5117
31989 1 18.2762 30.4529 2.60636
31990 1 25.2504 30.6994 50.655
31991 1 39.185 31.3288 9.07095
31992 1 48.6468 25.504 6.05636
31993 1 7.29312 38.9695 5.56519
31994 1 12.9126 37.3204 0.841545
31995 1 17.5914 40.7215 4.53219
31996 1 29.6318 44.892 1.13644
31997 1 40.3267 39.4733 1.87135
31998 1 1.98474 33.8183 5.58282
31999 1 6.89869 2.10754 4.73286
32000 1 11.3393 47.5176 3.31522
32001 1 23.8666 3.11499 4.08765
32002 1 27.5093 47.6198 1.14016
32003 1 42.8224 46.9284 10.7445
32004 1 45.251 45.5211 4.41689
32005 1 1.05881 2.34929 12.5222
32006 1 11.5557 3.14695 10.3479
32007 1 18.403 3.69905 14.8163
32008 1 27.8062 2.97948 12.9462
32009 1 35.5328 8.63717 15.9866
32010 1 43.8537 1.98828 10.7583
32011 1 8.04851 13.9293 15.7772
32012 1 12.9661 20.9311 13.4741
32013 1 22.3472 16.7444 12.4458
32014 1 32.1963 12.5927 13.4124
32015 1 45.1614 11.7186 12.2445
32016 1 45.2407 6.3267 15.7907
32017 1 2.17217 19.5626 9.58397
32018 1 14.8727 23.0635 16.438
32019 1 17.4376 22.378 14.1881
32020 1 32.2547 21.2714 12.545
32021 1 38.8058 21.8257 10.0334
32022 1 47.6722 15.2604 9.70012
32023 1 50.0394 27.4503 14.957
32024 1 9.8961 32.4404 12.1723
32025 1 19.957 36.3576 15.4695
32026 1 28.5968 28.2318 10.3551
32027 1 36.9087 37.7278 10.9237
32028 1 43.5245 28.1842 14.135
32029 1 0.200103 39.6011 10.2545
32030 1 12.4625 40.5103 11.442
32031 1 25.7975 39.6246 10.5743
32032 1 30.3712 39.9962 6.70217
32033 1 39.0962 42.024 11.6562
32034 1 40.8673 42.7568 10.3667
32035 1 3.58427 0.369944 10.6716
32036 1 12.0568 46.2729 10.0794
32037 1 22.8883 42.4848 15.73
32038 1 30.0591 46.3068 9.5768
32039 1 33.7901 48.1786 6.52533
32040 1 43.7574 43.2868 10.1461
32041 1 5.63392 4.56524 19.289
32042 1 14.764 5.5025 20.6836
32043 1 22.5044 4.23218 22.3054
32044 1 31.2079 3.35036 21.9232
32045 1 36.5712 -0.198006 21.2099
32046 1 38.4885 3.46397 17.2425
32047 1 1.89243 14.082 23.7833
32048 1 12.4293 12.4903 23.9454
32049 1 18.3945 10.7732 22.4181
32050 1 32.5251 14.6391 22.1471
32051 1 38.7691 15.7258 21.2098
32052 1 46.0276 13.1791 18.4364
32053 1 3.96448 22.1873 18.4834
32054 1 12.2406 25.7807 22.7919
32055 1 25.879 18.7321 25.1065
32056 1 33.4606 18.8146 17.0117
32057 1 43.8033 19.1736 24.9427
32058 1 46.3651 16.8335 23.539
32059 1 7.41158 30.8749 17.4324
32060 1 17.6952 35.7066 25.8976
32061 1 21.7872 26.1949 22.3573
32062 1 31.439 29.6763 22.6089
32063 1 36.9497 32.167 22.8196
32064 1 46.6616 29.2989 22.4592
32065 1 5.64628 37.5303 18.5223
32066 1 11.0236 39.4288 14.1296
32067 1 20.3547 39.6644 22.6219
32068 1 27.9694 36.6915 22.5058
32069 1 37.9959 34.7823 21.8575
32070 1 44.6986 40.6238 21.1227
32071 1 5.8835 47.1603 17.5992
32072 1 12.3966 49.0005 24.4232
32073 1 23.8485 48.4848 20.18
32074 1 35.8597 42.8827 15.4424
32075 1 42.443 49.8767 19.9325
32076 1 47.5436 44.9953 21.3237
32077 1 5.29888 49.8531 25.8316
32078 1 12.0545 9.68698 32.9309
32079 1 22.8241 2.79047 27.0198
32080 1 29.3963 3.18838 31.5718
32081 1 33.1052 1.39964 32.0686
32082 1 48.421 3.86624 30.4211
32083 1 1.7734 17.3394 24.8294
32084 1 15.815 8.64141 33.1942
32085 1 19.4582 11.0297 32.405
32086 1 27.0696 12.8036 27.1434
32087 1 32.4914 16.4164 29.6962
32088 1 45.5965 13.293 25.023
32089 1 2.03076 24.9729 29.1324
32090 1 12.3805 22.7154 32.8031
32091 1 15.5519 20.6718 27.9247
32092 1 27.0477 23.772 33.7687
32093 1 38.0578 18.2063 30.4335
32094 1 44.3705 23.0297 30.1508
32095 1 7.8899 32.4888 27.6282
32096 1 12.828 27.5035 25.3428
32097 1 21.5461 29.8707 33.5825
32098 1 33.8136 27.6767 31.7161
32099 1 33.0737 30.2974 25.4861
32100 1 46.5138 32.3237 25.3138
32101 1 5.57157 34.8697 32.1885
32102 1 10.1364 33.9447 25.5211
32103 1 22.3864 44.5432 30.0369
32104 1 25.4695 42.3374 26.6623
32105 1 36.8704 36.9957 26.132
32106 1 42.4607 38.8742 28.5462
32107 1 2.16014 44.1355 28.3569
32108 1 11.4628 42.9863 33.0795
32109 1 18.1719 48.5491 25.0078
32110 1 25.9304 0.752973 27.5436
32111 1 40.3156 48.2061 27.9312
32112 1 47.2815 45.371 27.5102
32113 1 49.5417 4.70987 42.6435
32114 1 17.991 3.62891 37.0535
32115 1 21.5726 2.54121 34.9706
32116 1 28.8567 4.42703 42.7232
32117 1 38.0184 2.34658 42.2662
32118 1 47.6528 6.74639 37.6048
32119 1 48.1518 13.5034 33.1505
32120 1 14.9521 13.0798 39.7
32121 1 26.4629 12.1425 39.3241
32122 1 29.8799 12.2662 37.2194
32123 1 39.4348 12.6311 35.9456
32124 1 43.339 9.23092 42.8962
32125 1 4.73221 21.802 36.2279
32126 1 9.89705 19.1891 40.7161
32127 1 22.1916 20.9934 38.0765
32128 1 28.3991 22.8129 41.312
32129 1 36.1429 23 39.6144
32130 1 44.4969 15.9064 36.837
32131 1 3.89185 29.7342 38.2876
32132 1 14.3424 34.6092 38.2558
32133 1 19.4992 30.3058 40.7302
32134 1 25.3608 30.6708 38.8767
32135 1 39.2672 33.9417 36.6374
32136 1 47.0325 32.9098 37.9551
32137 1 2.1431 40.4512 36.6178
32138 1 9.8161 42.6341 33.7304
32139 1 22.3568 38.9924 34.2
32140 1 25.5419 43.4766 35.944
32141 1 36.6505 36.3758 36.5706
32142 1 42.8422 40.8977 39.4861
32143 1 3.60285 0.36577 36.8072
32144 1 15.729 50.3363 41.4397
32145 1 24.6271 48.8846 35.7932
32146 1 22.8546 47.8961 38.0857
32147 1 34.6784 43.0299 35.4697
32148 1 43.9298 47.5045 40.2916
32149 1 1.73467 -0.196328 46.4936
32150 1 10.6269 6.74791 47.8352
32151 1 16.9601 5.80418 44.4457
32152 1 25.1664 0.483276 48.4629
32153 1 32.96 2.13311 41.7507
32154 1 45.5295 0.980624 40.2353
32155 1 5.57413 16.0654 44.1341
32156 1 12.4552 19.5686 47.3915
32157 1 18.7553 11.6566 47.1855
32158 1 27.984 14.3743 43.2974
32159 1 34.3481 15.4528 49.3959
32160 1 45.5464 16.0463 45.5733
32161 1 3.8736 15.9863 39.2649
32162 1 9.65108 25.4264 47.6879
32163 1 19.365 21.0051 43.4161
32164 1 27.9248 19.2939 43.1623
32165 1 34.6753 19.6272 48.5311
32166 1 46.2973 23.9522 48.2072
32167 1 2.08048 33.2415 41.9969
32168 1 4.77662 29.318 50.5885
32169 1 21.6339 33.3562 42.3456
32170 1 28.6281 27.0485 46.479
32171 1 40.3927 27.4709 49.5343
32172 1 46.5217 28.8207 46.2793
32173 1 3.54514 39.9377 46.2192
32174 1 15.2176 40.4662 42.8799
32175 1 25.1769 36.9614 45.0017
32176 1 24.7219 45.5075 49.5093
32177 1 39.0985 36.4155 47.6048
32178 1 45.4688 38.1454 47.1895
32179 1 6.93839 0.00171116 46.7306
32180 1 10.0001 48.083 48.9504
32181 1 20.44 46.7369 49.5815
32182 1 23.9803 48.5969 48.0596
32183 1 39.4977 43.2332 49.3238
32184 1 47.2127 -0.0675448 49.5462
32185 1 3.34254 4.50839 48.9613
32186 1 21.6114 5.14204 4.09378
32187 1 20.3317 1.59868 50.5047
32188 1 29.5426 3.65782 11.9623
32189 1 37.6993 2.24262 3.26501
32190 1 49.8436 7.48958 5.27908
32191 1 14.9574 8.10181 4.7982
32192 1 12.9243 6.92441 4.78195
32193 1 25.405 4.95439 -0.125483
32194 1 28.7524 12.6605 3.80834
32195 1 37.8029 9.81808 5.72053
32196 1 0.329588 13.7001 2.62402
32197 1 13.5623 17.9045 0.315224
32198 1 20.5112 20.7093 50.4145
32199 1 26.1411 22.3403 0.605618
32200 1 34.6089 20.7419 4.69179
32201 1 37.9682 19.0506 7.62698
32202 1 42.8111 18.0607 1.79533
32203 1 7.75033 26.0031 4.01252
32204 1 15.6328 20.9594 3.24414
32205 1 20.5815 27.1295 49.7114
32206 1 29.09 33.276 5.27492
32207 1 44.7943 33.9801 1.46946
32208 1 0.672667 28.3913 6.39749
32209 1 2.95426 34.6792 8.31549
32210 1 14.6784 39.2724 48.967
32211 1 21.9876 39.6684 6.21128
32212 1 31.8082 41.6167 49.1037
32213 1 43.8588 36.3136 4.05358
32214 1 49.1796 35.2258 1.98525
32215 1 6.14523 44.6583 2.23914
32216 1 14.9878 44.3936 3.87323
32217 1 24.6025 46.9096 3.84862
32218 1 26.9506 49.654 0.83589
32219 1 35.7353 49.5638 0.462738
32220 1 4.92502 47.6023 2.81927
32221 1 8.0996 7.03884 10.1043
32222 1 12.2923 50.1529 13.4132
32223 1 20.9797 1.59693 11.9062
32224 1 33.4122 50.3303 19.066
32225 1 40.0256 1.4147 13.6521
32226 1 46.0428 2.77502 10.8161
32227 1 7.84939 5.68844 11.4184
32228 1 17.5506 14.5916 10.2344
32229 1 21.25 12.7665 9.44636
32230 1 31.4476 11.7544 6.17373
32231 1 44.1896 6.24019 15.0401
32232 1 0.44155 12.1895 10.8947
32233 1 4.5706 20.5158 12.6943
32234 1 20.7431 14.1 12.5829
32235 1 22.4843 24.4245 13.82
32236 1 34.1228 19.786 13.2015
32237 1 40.7498 21.2501 12.059
32238 1 0.315396 22.0829 18.7276
32239 1 5.6655 29.9653 18.0349
32240 1 15.4551 34.7583 15.2216
32241 1 22.7392 30.9631 11.3394
32242 1 27.752 27.4814 12.0412
32243 1 42.1773 23.9841 13.8144
32244 1 2.75283 21.7015 13.7502
32245 1 4.8583 33.1954 11.3172
32246 1 11.7139 37.7874 15.3025
32247 1 23.1301 35.2079 13.4734
32248 1 34.121 38.327 18.6781
32249 1 36.7573 39.706 14.9877
32250 1 45.3981 35.6147 9.74442
32251 1 3.49949 43.9917 11.1957
32252 1 16.4046 48.617 18.4445
32253 1 23.4585 45.4589 15.6231
32254 1 31.0597 44.7073 8.98734
32255 1 43.9673 47.0627 9.16736
32256 1 50.4152 49.8317 13.6121
32257 1 5.09851 6.53145 23.3193
32258 1 16.8237 48.2802 23.425
32259 1 20.8097 2.09184 20.9208
32260 1 38.1016 3.35016 24.5766
32261 1 42.1387 4.49696 16.0446
32262 1 50.0062 10.122 23.1915
32263 1 11.2332 11.9046 22.1875
32264 1 17.4513 10.869 18.4354
32265 1 20.9355 13.1883 24.6487
32266 1 25.8451 12.2041 22.1109
32267 1 37.2174 8.17779 26.4573
32268 1 2.38725 8.47185 22.418
32269 1 10.593 17.9886 24.2326
32270 1 18.2325 16.072 21.6137
32271 1 24.8093 18.9636 21.1878
32272 1 34.6047 20.5199 22.907
32273 1 37.0234 19.7374 21.085
32274 1 50.4401 20.4416 20.952
32275 1 2.55013 31.8767 21.1233
32276 1 12.4795 33.4488 18.982
32277 1 23.6711 25.1584 20.1626
32278 1 33.4569 28.9805 18.9682
32279 1 44.8788 32.8681 19.9744
32280 1 1.04923 25.5885 22.3277
32281 1 2.90717 37.0927 19.6236
32282 1 15.818 40.3015 17.9928
32283 1 26.2115 36.526 18.4006
32284 1 33.3759 38.1385 22.2879
32285 1 37.1716 35.2685 18.8622
32286 1 47.5568 36.5916 23.5809
32287 1 6.8754 45.2961 20.6403
32288 1 14.6292 45.1721 22.0957
32289 1 24.1795 43.7407 20.6653
32290 1 32.8772 42.6855 18.8194
32291 1 41.5748 47.1114 21.6904
32292 1 47.1433 42.2312 19.3248
32293 1 5.15591 5.23531 31.5401
32294 1 12.8602 4.47087 28.7914
32295 1 24.3167 2.7982 30.2314
32296 1 34.4273 2.61786 30.048
32297 1 42.1732 4.49825 30.5924
32298 1 49.4139 46.0794 31.87
32299 1 7.58075 9.42464 25.2427
32300 1 16.2261 11.3071 31.7607
32301 1 23.6272 11.0494 32.0807
32302 1 34.5765 12.456 24.7348
32303 1 41.2352 10.1039 36.5724
32304 1 0.722757 10.3212 29.516
32305 1 6.43984 26.3527 26.0174
32306 1 14.5882 19.9177 28.2602
32307 1 28.0229 18.8098 28.6476
32308 1 29.9095 24.9194 31.27
32309 1 47.9784 23.629 30.2658
32310 1 50.6152 20.9274 28.826
32311 1 5.68254 28.5577 29.4552
32312 1 11.4431 30.9799 25.4959
32313 1 27.83 32.2853 33.4609
32314 1 30.3497 26.6475 31.9146
32315 1 37.0503 30.4256 35.4369
32316 1 50.1628 27.5819 30.4104
32317 1 7.41158 34.7079 31.671
32318 1 18.266 39.2759 29.2278
32319 1 25.1035 39.089 30.5468
32320 1 31.3852 39.2243 31.4181
32321 1 43.0285 36.8377 27.8374
32322 1 47.7498 40.387 32.263
32323 1 9.79068 48.7126 29.739
32324 1 15.2783 50.3139 27.9078
32325 1 22.5827 43.5447 29.3534
32326 1 35.6654 41.5157 26.0686
32327 1 38.3075 49.3676 29.0492
32328 1 0.545254 46.4141 25.2675
32329 1 9.00065 49.1826 34.1963
32330 1 16.6128 1.30402 42.0022
32331 1 23.7532 0.606854 35.1832
32332 1 31.8708 3.58697 37.0741
32333 1 49.2713 1.95156 36.3079
32334 1 48.3951 4.59146 43.0459
32335 1 7.34109 14.4973 36.4181
32336 1 15.925 6.77217 41.0051
32337 1 28.1128 13.2825 40.2049
32338 1 32.1902 9.57387 38.7289
32339 1 40.1827 8.53769 38.6707
32340 1 1.10814 5.96324 36.7281
32341 1 8.01692 18.5253 39.5338
32342 1 18.1095 22.9962 37.9302
32343 1 20.3474 23.1576 35.3253
32344 1 31.0882 22.9228 36.2783
32345 1 41.2385 23.8871 39.653
32346 1 41.0808 16.2422 37.1326
32347 1 10.1665 31.4662 39.4089
32348 1 18.5609 26.5706 36.8911
32349 1 19.1641 27.6818 36.858
32350 1 32.2926 29.257 37.4959
32351 1 44.0126 32.6219 37.1086
32352 1 2.99041 25.1314 32.8269
32353 1 12.1547 40.7143 36.9538
32354 1 17.7252 39.0966 35.2149
32355 1 25.728 33.589 37.9638
32356 1 35.8892 35.1197 37.8161
32357 1 41.2494 39.3639 38.2003
32358 1 48.972 39.1868 34.8815
32359 1 6.68358 45.1672 39.8241
32360 1 14.6565 44.4922 42.3655
32361 1 24.2219 44.9797 35.4478
32362 1 33.7508 50.2658 39.171
32363 1 43.0583 46.3724 37.2873
32364 1 2.02354 1.57732 39.9892
32365 1 8.68622 49.622 48.2386
32366 1 19.254 1.43685 41.1799
32367 1 20.9985 3.7793 2.81736
32368 1 33.2658 4.22054 -0.0442554
32369 1 49.3052 4.21749 48.4963
32370 1 0.981745 4.10978 0.0433253
32371 1 7.52297 12.2087 48.8375
32372 1 13.9229 11.4986 0.750591
32373 1 21.7259 12.165 40.5442
32374 1 31.1748 11.1223 43.0984
32375 1 37.6193 13.9486 48.0603
32376 1 48.4307 14.7982 46.37
32377 1 8.92766 24.37 43.652
32378 1 11.2484 21.3423 47.5066
32379 1 23.549 23.1632 43.3028
32380 1 30.2558 19.5064 44.081
32381 1 37.4496 17.692 48.3198
32382 1 0.773977 22.0553 -0.171978
32383 1 9.16792 32.317 43.2469
32384 1 14.5282 27.2812 2.9236
32385 1 22.895 25.173 46.6922
32386 1 35.0097 27.3665 3.16031
32387 1 38.4297 21.8484 45.9019
32388 1 50.5215 25.265 50.1736
32389 1 9.09586 42.7284 43.9815
32390 1 13.9638 35.7283 48.3347
32391 1 26.1331 39.8484 45.5175
32392 1 27.922 33.875 0.807591
32393 1 36.2952 36.0843 42.5104
32394 1 48.1129 38.5133 43.1691
32395 1 15.8464 46.6209 46.6817
32396 1 21.1935 50.412 48.4645
32397 1 26.788 48.4705 0.672311
32398 1 36.5874 43.392 48.237
32399 1 46.4383 44.141 46.3546
32400 1 43.6206 43.4636 43.3502
32401 1 46.0653 6.27497 3.44021
32402 1 4.78332 4.85667 11.0557
32403 1 15.4336 7.30893 1.47928
32404 1 27.5748 8.53219 9.97125
32405 1 36.6285 8.00258 50.5952
32406 1 40.1543 9.82576 3.51148
32407 1 50.448 16.0782 5.89101
32408 1 12.4071 17.4323 8.15413
32409 1 19.0541 15.861 1.18593
32410 1 27.9624 13.5408 5.48329
32411 1 31.7162 13.3452 5.01714
32412 1 39.99 13.6781 4.27734
32413 1 2.64655 24.1681 4.19258
32414 1 9.35513 24.9792 4.19952
32415 1 22.0132 22.9355 7.66621
32416 1 29.5828 22.8099 9.71197
32417 1 32.8434 31.846 3.16446
32418 1 42.7159 24.5036 7.5857
32419 1 0.943069 32.429 2.35098
32420 1 13.771 26.4063 2.38629
32421 1 19.8565 34.1317 8.62337
32422 1 26.8289 35.7486 10.1911
32423 1 37.4442 35.2109 3.12655
32424 1 44.1609 29.411 50.2626
32425 1 0.337921 39.326 7.26627
32426 1 5.82414 41.2247 6.74186
32427 1 18.4891 38.4972 5.44364
32428 1 26.1325 39.5877 50.3116
32429 1 34.8202 42.4551 4.37695
32430 1 39.9672 42.109 4.80896
32431 1 5.39241 3.3484 3.91993
32432 1 9.83491 50.1992 2.22201
32433 1 13.815 3.45969 4.17457
32434 1 25.5501 2.40387 4.43354
32435 1 34.3834 1.52211 4.25879
32436 1 42.44 -0.151273 0.710526
32437 1 2.11746 11.125 10.0191
32438 1 12.361 9.73283 14.1756
32439 1 20.3547 6.70163 13.2677
32440 1 24.9522 12.0744 14.1297
32441 1 28.8842 6.61437 19.2544
32442 1 47.9948 8.82361 10.5814
32443 1 0.807958 19.0662 10.9137
32444 1 6.6974 15.3207 10.6732
32445 1 19.8643 14.2616 14.6334
32446 1 26.1936 15.5114 14.5774
32447 1 42.0735 17.822 13.2251
32448 1 43.835 10.4658 14.3712
32449 1 49.9704 20.9514 13.1529
32450 1 10.5817 24.8978 15.5267
32451 1 17.9244 25.0728 11.8752
32452 1 28.2286 26.1554 9.82945
32453 1 34.6648 27.8553 13.2283
32454 1 47.6656 22.0482 19.2105
32455 1 48.6386 26.3231 10.3398
32456 1 11.6623 32.1676 13.1657
32457 1 22.6926 33.8106 9.72473
32458 1 29.1561 32.7223 9.36711
32459 1 33.6432 37.5078 8.96531
32460 1 45.1358 37.5219 10.0361
32461 1 49.974 39.9349 10.7872
32462 1 11.68 41.4166 16.812
32463 1 19.3495 38.4569 14.0326
32464 1 24.9998 38.5657 13.1555
32465 1 37.717 37.2747 8.69544
32466 1 44.5566 43.2592 6.28457
32467 1 47.7628 1.84058 10.7602
32468 1 12.1589 50.5438 15.5097
32469 1 13.862 50.356 16.5967
32470 1 22.7518 50.1175 20.5049
32471 1 38.6717 50.0276 10.1358
32472 1 41.9678 40.8619 12.3786
32473 1 47.874 4.40261 21.3527
32474 1 12.651 6.75576 18.6721
32475 1 21.2899 11.3397 16.1846
32476 1 26.856 5.72806 20.9957
32477 1 34.842 12.9229 20.9077
32478 1 44.6998 9.2868 24.4248
32479 1 4.63704 17.7383 24.5919
32480 1 10.1846 15.0947 20.2127
32481 1 24.4026 12.8893 20.8541
32482 1 27.9311 14.2738 22.4506
32483 1 31.6807 13.1645 21.1541
32484 1 46.2297 17.413 18.0739
32485 1 5.07035 22.7383 24.3539
32486 1 10.9399 24.4021 22.3569
32487 1 21.2178 23.5155 20.308
32488 1 27.0292 21.3888 20.6462
32489 1 35.6917 26.0208 17.2281
32490 1 45.4987 20.939 26.8334
32491 1 50.3211 25.7791 21.1449
32492 1 9.55899 33.012 23.6078
32493 1 17.8166 30.7939 14.7335
32494 1 29.1591 36.4762 24.005
32495 1 34.9715 33.8607 14.0012
32496 1 42.4156 33.7066 20.1489
32497 1 49.3109 37.9794 21.0371
32498 1 8.60079 40.3384 21.9093
32499 1 13.4811 38.8091 15.1103
32500 1 26.4515 38.6569 20.4075
32501 1 37.7346 40.9982 24.9087
32502 1 41.3389 43.1405 17.905
32503 1 4.45227 1.85089 21.6566
32504 1 10.7828 50.0608 20.0622
32505 1 12.1508 45.9342 20.2845
32506 1 27.4528 47.9207 17.0758
32507 1 35.6821 48.333 19.5238
32508 1 42.2065 0.480611 22.6607
32509 1 3.48782 4.50205 24.2161
32510 1 6.87544 9.20027 28.4425
32511 1 19.976 2.97411 33.903
32512 1 29.4631 6.65553 32.3267
32513 1 32.8698 4.80827 33.988
32514 1 42.1361 6.39882 25.1394
32515 1 48.5255 18.5982 33.0914
32516 1 5.75112 18.5966 26.2335
32517 1 14.6831 16.8101 35.6615
32518 1 24.9395 18.5341 35.2648
32519 1 33.7541 15.7983 32.2069
32520 1 40.6717 19.3838 33.4897
32521 1 0.304634 28.8356 33.5348
32522 1 13.0009 27.6145 37.0197
32523 1 15.1955 23.2004 32.8819
32524 1 29.6756 22.9094 30.0385
32525 1 40.2493 16.1401 24.8454
32526 1 39.0321 22.4649 34.036
32527 1 1.75379 30.3377 25.4183
32528 1 12.4853 36.7182 29.208
32529 1 14.0565 36.2845 25.2942
32530 1 24.0857 32.3933 31.5265
32531 1 34.4411 29.634 37.7689
32532 1 39.5135 31.7985 27.0677
32533 1 0.983466 42.9178 32.0702
32534 1 8.10157 40.3704 30.952
32535 1 16.5289 40.9066 25.2481
32536 1 21.97 43.8612 28.2939
32537 1 40.0257 44.317 28.8092
32538 1 40.5058 46.1666 32.7684
32539 1 4.90303 48.982 27.8738
32540 1 9.23825 46.4363 24.7391
32541 1 19.3236 3.33488 30.8203
32542 1 20.0473 48.2606 30.7707
32543 1 34.3552 50.3261 25.9878
32544 1 38.7135 48.6864 25.9896
32545 1 49.3291 4.3967 39.5313
32546 1 9.89338 11.4534 39.207
32547 1 11.0306 4.37348 35.9869
32548 1 29.1165 7.30987 42.3243
32549 1 35.9227 10.6509 34.7942
32550 1 40.8132 6.58458 38.2351
32551 1 5.93727 14.973 45.5365
32552 1 11.2646 16.6653 34.4895
32553 1 16.1147 18.7511 41.8027
32554 1 20.3083 18.5933 47.4147
32555 1 32.5073 14.5263 37.6673
32556 1 43.8993 16.9115 39.6543
32557 1 1.04306 24.9683 36.7937
32558 1 10.4977 20.713 36.402
32559 1 17.8491 27.6291 40.0146
32560 1 27.2651 24.8468 37.3716
32561 1 37.8124 27.5192 37.5882
32562 1 44.3858 20.9043 40.1712
32563 1 49.341 27.6837 42.6862
32564 1 8.00448 33.012 41.6304
32565 1 17.9076 31.6596 36.2373
32566 1 27.9798 33.1377 40.1461
32567 1 35.5416 28.8064 36.5745
32568 1 46.2194 30.7972 41.407
32569 1 0.42512 48.3251 38.4213
32570 1 5.96494 39.3496 35.7579
32571 1 15.9556 40.8095 38.8344
32572 1 30.1124 44.3289 35.1278
32573 1 35.9897 41.4932 39.249
32574 1 42.2464 39.7121 37.5135
32575 1 3.11993 43.5604 41.2167
32576 1 13.7157 3.55307 37.3648
32577 1 17.2901 3.92327 45.1462
32578 1 26.2228 50.0792 44.4856
32579 1 34.2625 49.9938 40.2742
32580 1 47.6138 50.3255 39.7581
32581 1 2.67651 9.78426 46.8682
32582 1 6.85757 6.98701 46.0205
32583 1 16.9517 10.5966 43.4417
32584 1 25.7256 10.5328 47.4893
32585 1 35.3492 4.56438 44.7167
32586 1 39.6105 6.46959 46.601
32587 1 2.44319 15.9197 42.6319
32588 1 8.97186 16.9033 45.6007
32589 1 17.3606 18.131 3.74212
32590 1 28.143 12.9868 45.9031
32591 1 35.5285 13.6342 49.2741
32592 1 44.9059 25.1767 42.05
32593 1 0.930697 19.7038 48.6025
32594 1 12.1068 30.2579 45.9391
32595 1 20.2591 23.1015 47.5119
32596 1 28.891 24.1911 0.102682
32597 1 32.0952 23.9566 44.17
32598 1 42.8844 25.825 48.6913
32599 1 50.1697 33.234 42.4417
32600 1 5.5772 32.3641 45.0839
32601 1 16.8708 29.6916 45.3694
32602 1 25.1672 34.5419 46.4176
32603 1 37.1492 31.0281 41.4427
32604 1 40.0637 31.4098 0.0201108
32605 1 2.98752 42.5504 43.2143
32606 1 15.5247 41.874 44.8857
32607 1 22.2144 40.7947 47.2512
32608 1 24.0911 42.8268 0.147581
32609 1 36.1706 41.9468 42.3584
32610 1 43.465 40.5226 45.7236
32611 1 49.0469 49.562 46.4591
32612 1 12.5158 49.2089 45.3231
32613 1 19.6123 48.7948 44.6674
32614 1 27.1384 3.98877 50.6244
32615 1 31.3963 48.2857 47.4758
32616 1 43.8023 0.600073 49.0429
32617 1 2.29555 6.15736 49.2586
32618 1 15.7907 7.57756 -0.13138
32619 1 21.3988 8.12968 6.7666
32620 1 25.7378 7.50724 4.88246
32621 1 38.5959 3.55798 3.97004
32622 1 45.5999 5.91753 6.64297
32623 1 -0.105463 14.511 -0.210683
32624 1 15.5241 16.2346 6.06895
32625 1 21.5157 17.91 7.53787
32626 1 33.1386 14.6032 50.58
32627 1 36.8325 16.6558 50.1683
32628 1 48.0191 11.4773 46.2197
32629 1 6.51227 28.0487 46.9648
32630 1 16.8461 26.0202 7.04055
32631 1 26.5543 20.8864 7.47311
32632 1 28.6734 25.4881 6.06241
32633 1 34.4532 24.9408 6.06167
32634 1 45.6256 22.6127 2.0625
32635 1 1.2486 27.931 4.54721
32636 1 12.5964 28.0245 3.67957
32637 1 16.8681 31.8989 3.7077
32638 1 28.2244 33.1104 6.16331
32639 1 36.7275 32.6462 5.47112
32640 1 43.8884 31.4511 5.30631
32641 1 7.40834 43.5314 49.6055
32642 1 7.91269 38.66 3.82213
32643 1 19.5116 38.9497 7.02794
32644 1 29.625 39.309 1.01651
32645 1 45.9375 37.7196 -0.0407152
32646 1 43.1318 40.5355 3.60754
32647 1 4.89601 1.8611 5.39996
32648 1 17.3952 1.8098 1.25774
32649 1 20.6328 48.1026 6.058
32650 1 25.416 49.7518 11.5018
32651 1 36.1415 2.86682 6.69624
32652 1 48.8192 49.038 5.14351
32653 1 3.6492 5.67697 4.91308
32654 1 10.5162 10.0728 14.0689
